iCpIU,3k4/2p4R/1p2K3/p1r2p2/P7/8/8/8 b - - 7 59,c5c1 h7h8,756,84,96,1566,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/NS5SmGa7/black#118,,
IdTMk,8/7p/6p1/3N1k2/8/6PP/r4PK1/8 b - - 1 45,f5e4 d5c3 e4d3 c3a2,757,78,99,1547,crushing endgame fork short,https://lichess.org/C4O4VrNS/black#90,,
iOLHo,3r3k/ppqbQ1b1/5p1p/6p1/6B1/1P4P1/P4PP1/3R2K1 b - - 1 30,d7g4 d1d8 c7d8 e7d8,768,79,99,1714,crushing endgame short,https://lichess.org/78AraiH4/black#60,,
QdIZj,8/pp4r1/2b1kp2/2P1p2Q/3p3n/P5P1/3N1P2/6K1 b - - 0 44,h4f3 d2f3 c6f3 h5f3,773,78,97,1583,advantage endgame short,https://lichess.org/ZC1UDSmB/black#88,,
VuzJK,r1r3k1/5p1p/bp1qp1p1/p2p4/3P4/2R1P1P1/P2Q1PBP/2R3K1 b - - 0 25,c8c4 c3c4 a6c4 c1c4 d5c4 g2a8,782,77,98,1686,advantage long middlegame,https://lichess.org/ok2knIi9/black#50,,
JHRnl,r2q1rk1/1R4pp/2p2p2/p2p4/3PbnP1/2Q1P2P/P2N1P2/5RK1 w - - 0 23,d2e4 f4e2 g1g2 e2c3,783,77,99,1574,crushing fork middlegame short,https://lichess.org/W3WgXdsp#45,,
t3INS,8/pk1Br1pp/1p2P3/1P6/8/P5PP/2Kp1rP1/R7 b - - 0 32,f2g2 d7c6 b7b8 c6g2,783,76,98,1590,advantage endgame fork master short,https://lichess.org/gQM9o6pO/black#64,,
JArnv,r4rk1/1bb2pp1/p4n1p/1p3N2/8/P2PBqNP/1P3Q2/R3R1K1 b - - 1 23,f3d5 f5e7 g8h7 e7d5,785,78,98,1562,crushing fork middlegame short,https://lichess.org/cBvByXP4/black#46,,
2e02j,8/p4p1p/6p1/3k4/4R3/4K3/PP3PPP/2r5 w - - 1 28,e4e7 c1e1 e3d3 e1e7,789,75,98,1540,crushing endgame rookEndgame short skewer,https://lichess.org/s12A3DA0#55,,
RjHsB,8/5P2/6K1/1k6/8/8/5R2/q7 b - - 1 61,a1b1 f2f5 b5a4 f7f8q,792,82,94,2341,advancedPawn crushing endgame promotion queenRookEndgame short,https://lichess.org/Oe8y5lNr/black#122,,
z28yS,8/8/3p4/p1pPk2p/P6P/5P2/2P1K3/8 w - - 1 47,c2c4 e5d4 f3f4 d4c4 f4f5 c4d5,793,79,98,1930,crushing endgame long master pawnEndgame,https://lichess.org/genaMrHp#93,,
OciYg,r4rk1/p4pp1/5q1p/Qbp5/4PnN1/2P4P/P4PP1/1R2R1K1 b - - 1 21,f4e2 e1e2 b5e2 g4f6,794,76,99,1826,advantage middlegame short,https://lichess.org/CrIZtfsn/black#42,,
hHql8,8/2kP3p/4P1p1/4K1P1/1p5P/8/8/8 w - - 1 48,e5d5 b4b3 d5e5 b3b2,798,82,96,1582,advancedPawn crushing endgame pawnEndgame short,https://lichess.org/QX5AtHgG#95,,
vzupT,2R1N1k1/5p1p/3P2pb/4p3/4P3/3K1PPP/3r4/8 w - - 6 43,d3c4 d2c2 c4d5 c2c8,799,75,97,1502,advantage endgame short skewer,https://lichess.org/FWScqwWU#85,,
DhpKu,5rk1/5pp1/1QNrp2p/6n1/8/8/P3qPPP/1RR3K1 b - - 0 24,e2a2 c6e7 g8h7 b6d6,801,76,99,1775,advantage discoveredAttack middlegame short,https://lichess.org/id0h3J9y/black#48,,
isS9h,r2q1rk1/ppp2ppp/3p1b2/4n3/4P3/1P3N2/PBP2PPP/R2QR1K1 w - - 2 14,c2c4 e5f3 d1f3 f6b2,802,76,99,1565,advantage discoveredAttack middlegame short,https://lichess.org/b3Humx6V#27,Ruy_Lopez,Ruy_Lopez_Steinitz_Defense
UbksU,r4rk1/5pbp/pp4n1/3q4/P2PN3/4BQ2/1P5P/3R1RK1 b - - 2 23,f7f5 e4f6 g7f6 f3d5,804,75,100,1736,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/BobVLnMi/black#46,,
TJDBh,r2qk2r/pp1P1ppp/2n1p3/2ppn2b/P7/2PP1N1P/1P3PP1/R1BQKB1R b KQkq - 0 12,d8d7 f3e5 c6e5 d1h5,807,77,98,1602,advantage discoveredAttack middlegame short,https://lichess.org/SsSGsEQq/black#24,Sicilian_Defense,Sicilian_Defense_Modern_Variations
qQZrQ,3r1b1k/1R6/3p1N2/4p3/5p2/8/5KP1/8 b - - 9 50,d6d5 b7h7,807,77,98,1777,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/7e68wew7/black#100,,
b0NMU,4r1k1/R4p1p/1p4p1/3N4/8/8/PPP4n/2K5 b - - 2 27,h2f3 d5f6 g8f8 f6e8,809,80,94,1538,advantage endgame fork short,https://lichess.org/HDS34B1Q/black#54,,
ChJ7v,6k1/ppp2p2/5P2/3Pr3/2P1B1bp/5p2/PP3K2/4R3 b - - 5 38,h4h3 e4h7 g8h7 e1e5,816,76,99,1581,advantage discoveredAttack endgame short,https://lichess.org/Czmhehg3/black#76,,
7oGQc,r1r4k/1bq2p1p/p3pNp1/3p4/3P1Q2/P6R/5PPP/R5K1 b - - 3 29,c7f4 h3h7,818,87,95,1716,arabianMate kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/93i0jlbc/black#58,,
5IYnX,4r1k1/5ppp/p2p4/1p2q3/1P1NPn2/P1p2PQP/2B1b1P1/3RR1K1 w - - 6 28,d4e2 f4e2 e1e2 e5g3,820,77,98,1813,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/5RsgSRNV#55,,
JPZIV,8/3r1pk1/1p1P2p1/p3q3/3R4/P1Q4P/1P4P1/7K b - - 0 40,d7d6 d4d6 e5c3 b2c3,825,77,98,1620,crushing endgame pin short,https://lichess.org/ZwQulavi/black#80,,
ZTqGy,1n2kb1r/1p2pppp/8/3P4/1qpPbPP1/r1N5/P2QNKP1/R4B1R b k - 2 21,g7g6 c3e4 b4d2 e4d2,825,78,97,1927,advantage hangingPiece middlegame short,https://lichess.org/JloblTR6/black#42,,
1TKhW,8/5k1p/1p1Q4/1Pn5/2P5/2K2P2/6rP/8 w - - 0 49,d6b6 c5a4 c3d4 a4b6,826,76,98,1525,crushing endgame fork short,https://lichess.org/RPsCLql7#97,,
d9glU,8/8/p1p1k3/2P5/1P3K1n/2B2P2/8/8 w - - 2 54,c3e1 h4g2 f4e4 g2e1,826,76,98,1688,crushing endgame fork short,https://lichess.org/PjLilyXc#107,,
s6MoA,8/8/6p1/p1p3k1/2Rb4/3P4/P6R/1r3K2 w - - 4 48,f1e2 b1b2 e2f3 b2h2,826,76,99,1541,crushing endgame short skewer,https://lichess.org/poRbLChD#95,,
8tkhB,r3r1k1/5p1p/np1q2p1/p1pR4/6N1/P4P1n/1PB2P2/R1Q4K b - - 0 30,d6d5 g4f6 g8g7 f6d5,827,76,99,1657,crushing fork middlegame short,https://lichess.org/k6x5GhJh/black#60,,
KB1Um,r4nk1/q4pp1/P1p4p/2N5/4P3/4BP2/2P2KP1/Q7 b - - 2 33,f8e6 c5e6 f7e6 e3a7,828,75,98,1821,crushing discoveredAttack endgame short,https://lichess.org/Zyxdmpsv/black#66,,
aB8OW,r1bqr1k1/pp3pbp/n2B2p1/2pB4/2P5/2N3P1/PP2PP1P/R2Q1RK1 b - - 2 13,d8d6 d5f7 g8f7 d1d6,828,76,97,1508,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/7x2ejV7V/black#26,English_Opening,English_Opening_Great_Snake_Variation
d4gQ8,r4rk1/1b1qbppp/p3p3/1p4N1/2nP4/P1NQB2P/1P4P1/2R2RK1 b - - 2 20,c4e3 d3h7,831,76,100,1553,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dt68LFoN/black#40,,
KiJEs,4k2r/1r3p2/2R4p/p2p2p1/P2b4/1P4P1/3KBPP1/7R b k - 0 28,d4f2 c6c8 e8e7 c8h8,832,76,100,1741,advantage endgame short skewer,https://lichess.org/WVivh56L/black#56,,
YDZss,r5k1/pp3p2/6pp/q1pb4/P1Pn4/1P3B2/5PPP/2Q2RK1 w - - 0 22,f3d5 d4e2 g1h1 e2c1,832,75,100,1554,crushing endgame fork short,https://lichess.org/LRHasTlS#43,,
pDoHB,1R6/6p1/5p2/4p3/4P1Pp/kn1K1P2/6P1/8 w - - 2 54,b8b7 b3c5 d3c3 c5b7,832,77,96,1572,crushing endgame fork short,https://lichess.org/7IQof34v#107,,
cQybl,2kr1b1r/1p1n1ppp/2Q1pn2/p6q/3PPBb1/2N2N2/PP2BPPP/R3K2R b KQ - 0 11,b7c6 e2a6,837,84,95,2263,bodenMate mate mateIn1 middlegame oneMove,https://lichess.org/ZGqJXpVc/black#22,Queens_Gambit_Declined,Queens_Gambit_Declined_Marshall_Defense
OsHge,r1b1kb1r/pp2nppp/2n5/qBp5/3pN3/3P1N2/PPPB1PPP/R2QK2R b KQkq - 3 9,a5b5 e4d6 e8d7 d6b5,838,76,99,1846,crushing fork opening short,https://lichess.org/g4lIQE9R/black#18,,
Y8kpV,2k3r1/R1p2r2/1p2p3/1P2PpBp/2bP2pP/2P3Q1/1q3PP1/2R3K1 b - - 0 29,b2b5 a7a8 c8b7 a8g8,839,76,98,2023,crushing middlegame short skewer,https://lichess.org/dmB459hg/black#58,,
RbdEf,4r3/3k1ppp/6b1/pp6/1N1p4/8/1P1P1PPP/R1B2K2 w - - 0 24,b4d5 g6d3 f1g1 e8e1,842,75,97,1542,backRankMate endgame mate mateIn2 short,https://lichess.org/4L6NlBdv#47,,
p8XYy,r1b2rk1/1pp2ppp/p2b4/3pn3/4P1q1/2NBQ1P1/PPP2P1P/R1B2RK1 w - - 1 15,e4d5 e5f3 e3f3 g4f3,842,75,100,1885,crushing kingsideAttack opening short,https://lichess.org/33khfqE8#29,Three_Knights_Opening,Three_Knights_Opening_Other_variations
XaMwC,7r/1p6/p1b3k1/P2p2p1/3P2B1/4PP2/4K3/2R5 w - - 6 53,c1f1 c6b5 e2f2 b5f1,845,77,95,5112,advantage endgame master short skewer,https://lichess.org/YhWtK7IF#105,,
0HsgB,1r4k1/Q1p2ppp/p3rn2/8/1q1P4/4P3/P2N1PPP/2R1K2R w K - 5 20,c1b1 b4b1 d2b1 b8b1 e1e2 b1h1,846,82,95,1667,advantage long middlegame skewer,https://lichess.org/8rNsWXvh#39,,
Wx1dx,2r3k1/p2qbpp1/1p1pb2p/4P3/PB6/1P4P1/5PBP/3Q1RK1 b - - 0 22,d6e5 d1d7 e6d7 b4e7,846,78,98,1843,advantage capturingDefender middlegame short,https://lichess.org/uosYEguV/black#44,,
lHiod,6k1/5pq1/2p1r2p/2Pp4/bP1N1Q2/P7/5PPP/R5K1 w - - 5 24,d4e6 g7a1 f4c1 a1c1,847,76,97,1850,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/XTNSgLOF#47,,
OaNMg,2r2r1k/1R1R1Bpp/8/p7/4Pb2/8/P1P3PP/6K1 w - - 1 20,f7b3 f4e3 g1h1 f8f1,849,74,100,1627,backRankMate endgame mate mateIn2 short,https://lichess.org/eeJAvhrC#39,,
fZFVD,8/2Q2kpp/4pp2/p2p4/3Pn3/1P1NP2P/P3KPq1/8 b - - 2 37,f7g6 d3f4 g6h6 f4g2,850,76,98,1753,crushing endgame fork short,https://lichess.org/VjEccQ1P/black#74,,
IFsxi,rnbq1rk1/pp2bppp/5n2/2P5/3B4/2NB1P2/PPP3PP/R2QK1NR b KQ - 0 9,d8d4 d3h7 g8h7 d1d4,853,79,95,1983,crushing discoveredAttack kingsideAttack opening short,https://lichess.org/FhoswtfA/black#18,,
3Y3FS,r1b2rk1/pp1p1ppp/8/q1n1p3/2PQ4/P3P3/1P1N1PPP/R3KB1R w KQ - 0 13,d4e5 c5d3 f1d3 a5e5,854,76,96,1731,crushing discoveredAttack middlegame short,https://lichess.org/6m9IQyS2#25,Nimzo-Indian_Defense,Nimzo-Indian_Defense_Spielmann_Variation
vhAGq,4r1k1/8/p2ppr2/1pp3N1/3bPN2/P2PnRPK/2P4P/1R6 w - - 9 30,c2c3 f6h6 f4h5 h6h5,854,83,92,1785,anastasiaMate mate mateIn2 middlegame short,https://lichess.org/bbBKYcac#59,,
Qf5qN,8/1PkBn3/8/8/3pp3/8/3K1P2/8 w - - 1 53,d7c8 e7c8 b7c8q c7c8,855,77,96,2093,crushing endgame short,https://lichess.org/6hwzsm6E#105,,
AZ70K,3r1r2/p4ppk/1p6/8/2P5/3nBP2/P4PKP/1R1R4 w - - 0 26,b1b3 d3f4 e3f4 d8d1,856,76,98,1746,advantage discoveredAttack endgame short,https://lichess.org/tvOPHkfJ#51,,
O3yu1,4k3/pp2np1p/4pnr1/q7/b2PpNPQ/P6P/1BrR1P2/2K2B1R w - - 0 18,d2c2 a5e1,856,85,97,3091,master mate mateIn1 middlegame oneMove,https://lichess.org/MpAZuKJy#35,French_Defense,French_Defense_Winawer_Variation
HhoDa,r3r1k1/pp2bpp1/1qpp1n2/6Bb/4P2P/1NN1Qn2/PPP1B3/2KR3R w - - 0 18,e2f3 b6e3 g5e3 h5f3,857,77,98,1572,crushing intermezzo middlegame short,https://lichess.org/Brb1d81F#35,Philidor_Defense,Philidor_Defense_Exchange_Variation
QzmIf,7k/2p2Bp1/pp2Q2p/8/3qN2b/P4P2/1P2rPKP/8 b - - 8 29,d4f2 e4f2 e2e6 f7e6,858,80,97,1523,advantage endgame short,https://lichess.org/8TPLQzwo/black#58,,
CVfNN,5rk1/6b1/8/4pN2/4Pp2/2Bn4/6P1/5RK1 b - - 3 34,f8c8 f5e7 g8f7 e7c8,859,74,100,1602,crushing endgame fork short,https://lichess.org/N562FWLw/black#68,,
Pyzvh,6rk/1bqn1p1r/4pP2/ppp1P1NP/3pRQ2/3P4/PPP2PB1/R5K1 b - - 4 26,g8g5 f4g5 b7e4 g2e4,859,76,96,1664,crushing middlegame short,https://lichess.org/adpy45j6/black#52,,
YsLp9,3k1r2/5rq1/p1p2N1p/1p2p1P1/3nP1Q1/2PP4/PP4P1/2KR1R2 w - - 3 29,g4g3 d4e2 c1c2 e2g3,859,78,99,1544,crushing fork middlegame short,https://lichess.org/QLgNwiHB#57,,
4KqrG,r3kb1r/1ppn1ppp/p3p3/4P2q/3pPP2/2N4P/PPP2QP1/R1B2RK1 w kq - 0 14,f2d4 f8c5 d4c5 d7c5,860,75,99,1724,crushing middlegame pin short,https://lichess.org/6W4e0F4D#27,Zukertort_Opening,Zukertort_Opening_Reversed_Mexican_Defense
hvoI1,5r1k/pp2q1pp/2n5/3pPn2/5P2/PQ4P1/1P2N1KP/2RR4 w - - 5 27,b3d5 f5e3 g2g1 e3d5,860,74,99,1548,crushing fork middlegame short,https://lichess.org/V6bnkCaq#53,,
uLwPI,r1b2rk1/ppp2ppp/3p4/3P2q1/7P/P2B4/1PP2PP1/R2QR1K1 b - - 0 15,g5d5 d3h7 g8h7 d1d5,860,76,99,1811,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/LkHErtLO/black#30,Scotch_Game,Scotch_Game_Classical_Variation
6YS6L,4r3/3b2k1/p3B1n1/q1p2p2/3p1P2/P2P2R1/1rP3PP/2Q1R2K w - - 1 35,c1b2 a5e1,861,88,95,1520,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/LZTFK7HQ#69,,
dNRcL,rnb1k2r/ppppnBpp/3b4/8/3Pq3/5N2/PPP2KPP/RNBQ3R b kq - 0 8,e8f7 f3g5 f7e8 g5e4,861,74,97,1542,crushing fork opening short,https://lichess.org/UreFu8vt/black#16,,
sN4hm,r1b1q1k1/ppp3bp/3p1rp1/3P4/2PpN2P/P2B4/1P2QPP1/R3K2R b KQ - 3 16,f6f7 e4f6 g7f6 e2e8,861,76,98,1740,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/jlsK3107/black#32,Kings_Indian_Defense,Kings_Indian_Defense_Normal_Variation
8kxf4,1b2R3/1pp3p1/p5kp/P1B1p3/4P2q/2P2nN1/1PQ2P1P/4R2K w - - 0 29,h1g2 f3e1 g2f1 e1c2,862,79,96,8064,advantage fork hangingPiece middlegame short,https://lichess.org/oTrUddUx#57,,
Hj5uB,r7/p3k3/2P4p/4B3/1p2n3/7K/PPr4P/3R3R w - - 0 31,h1e1 e4f2 h3g3 f2d1,863,75,99,1560,advantage endgame fork short,https://lichess.org/ZVosFAEU#61,,
ZTZCk,k2r2nr/1p5p/p3p1p1/3P4/2R2Q2/1q1B4/5PPP/2R3K1 b - - 6 26,b3d3 c4c8 d8c8 c1c8,863,75,98,1762,crushing middlegame queensideAttack short,https://lichess.org/r75yDnGg/black#52,,
n9AIB,r1bqk2r/ppppn2p/4p1p1/8/1n2P3/2N2N2/PPP2PPP/R2QKB1R w KQkq - 0 9,d1d4 b4c2 e1d2 c2d4,863,77,98,1802,crushing fork opening short,https://lichess.org/5PF4N1v6#17,,
SaK1B,8/5k2/p2p2p1/2pP2B1/4PP2/2R1K3/7r/8 w - - 0 46,c3a3 h2h3 e3d2 h3a3,864,75,98,1507,crushing endgame short skewer,https://lichess.org/Ot5X9XDF#91,,
FiyrR,r1b2rk1/pp1p1ppp/4pn2/4P3/3q4/3B4/P4PPP/R2QRK2 b - - 0 15,f6d5 d3h7 g8h7 d1d4,865,77,99,1692,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/v7t86h4l/black#30,Sicilian_Defense,Sicilian_Defense_Alapin_Variation
X3IKm,5rk1/P1R5/2p1b2p/2Pp2p1/8/8/4p1PP/4R2K w - - 2 40,c7b7 f8f1 e1f1 e2f1q,866,77,97,1935,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/fzRKCJzW#79,,
4vmYb,8/7p/3k2p1/3b1p2/3P1P2/1p2K1P1/7P/1R6 w - - 5 41,e3d3 d5e4 d3c4 e4b1,867,74,98,1633,crushing endgame short skewer,https://lichess.org/WBMkwp9m#81,,
1s5un,r1b2rk1/pp3ppp/2npp3/q2p4/3P1B2/2n1PN2/PP2QPPP/R3KB1R w KQ - 0 11,b2c3 a5c3 e2d2 c3a1,869,76,100,1853,crushing fork opening short,https://lichess.org/hOloYA4W#21,Queens_Pawn_Game,Queens_Pawn_Game_Symmetrical_Variation
a6u4S,2k5/2p1n3/8/4Pb2/3B1b2/P4Ppr/KPP5/3R1B2 b - - 1 40,h3h1 f1a6 c8d7 d1h1,871,76,100,2438,advantage discoveredAttack middlegame short,https://lichess.org/NnhDwNkg/black#80,,
vFMiu,1r6/p1p1qpk1/3p4/6p1/3Nr3/8/Pp2B2R/1Q2K3 b - - 0 29,c7c5 d4f5 g7f6 f5e7,874,76,97,1722,crushing fork middlegame short,https://lichess.org/DBAT1Z6v/black#58,,
7STt9,r1bqr1k1/3n2pp/2p2bp1/pp1B4/4Q2P/P7/1PPBNP2/2KR2NR b - - 0 19,c6d5 e4d5 g8h8 d5a8,876,75,95,1960,advantage fork middlegame short,https://lichess.org/3b1jnDM5/black#38,Vienna_Game,Vienna_Game_Frankenstein-Dracula_Variation
7KpTj,r2qr1k1/ppp1nppp/5n2/8/2PPp1b1/P1B1P3/1PB1N1PP/R2Q1RK1 w - - 4 14,d1b1 g4e2 f1f6 g7f6,877,80,96,1758,advantage hangingPiece opening short,https://lichess.org/7TP2DhtW#27,Queens_Gambit_Declined,Queens_Gambit_Declined_Normal_Defense
4rZXt,6k1/6pp/8/1R6/Pp6/1P6/1rp3PP/R6K w - - 0 37,b5b4 b2b1 a1b1 c2b1q,878,76,97,1531,advancedPawn backRankMate endgame mate mateIn2 promotion rookEndgame short,https://lichess.org/QjkSAXRe#73,,
twR4a,r3k2r/2pqnp2/1p1pNnpb/pN5p/P2PPB1P/8/1PPQ1PP1/R3K1R1 b Qkq - 0 16,d7e6 b5c7 e8d7 c7e6,878,78,97,2352,crushing fork middlegame short,https://lichess.org/aZ7siGWV/black#32,Modern_Defense,Modern_Defense_Mongredien_Defense
UVqBh,2k2r2/1R4p1/3p4/p2P2Pp/P3p2P/1P3p2/5K2/8 w - - 5 44,b7g7 e4e3 f2e3 f3f2,879,76,97,1584,advancedPawn crushing endgame rookEndgame short,https://lichess.org/KDYz7Tyx#87,,
4kwy0,8/5ppk/2b1p2p/2N1n3/P3P1q1/4B3/3Q1PPP/2R3K1 w - - 3 33,f2f3 e5f3 g1f2 f3d2,880,75,98,1527,advantage middlegame pin short,https://lichess.org/O4tc4BfS#65,,
1iXTI,4r1k1/5pp1/8/3p1PPB/7P/1P1N4/r7/2K3R1 w - - 0 29,h5g4 a2a1 c1d2 a1g1,881,77,97,2858,advantage endgame short skewer,https://lichess.org/1EvTadWU#57,,
a0j0d,2K2k2/R5p1/6P1/5P2/8/8/8/2r5 w - - 13 62,a7c7 c1c7 c8c7 f8e7 c7b6 e7f6,882,77,99,2526,crushing endgame long master rookEndgame,https://lichess.org/qCo7AiDb#123,,
DUSja,r3k2r/1p3ppp/p3b3/3pp3/1P6/P1qBQ2P/2P2PP1/R4R1K b kq - 1 19,e8g8 d3h7 g8h7 e3c3,883,75,99,1691,crushing discoveredAttack middlegame short,https://lichess.org/T3aNDRTI/black#38,Sicilian_Defense,Sicilian_Defense_Lasker-Pelikan_Variation
YkHAc,8/3K1Bk1/1p4P1/p1p5/P6b/1P6/8/8 b - - 6 54,b6b5 a4b5 a5a4 b3a4,883,78,98,1553,bishopEndgame crushing endgame short,https://lichess.org/IzpaP9mS/black#108,,
mxXie,rnbqk2r/ppp2ppp/4pn2/8/1b1PP3/2NB4/PPP3PP/R1BQK1NR b KQkq - 2 6,d8d4 d3b5 d4d7 b5d7,883,77,96,1774,crushing opening short,https://lichess.org/NWp919Zw/black#12,,
2Jbut,4r1k1/5p1p/ppPp2p1/4b1N1/4R3/7P/PP3PP1/6K1 w - - 1 24,g5f3 e5h2 g1f1 e8e4,885,76,98,1503,advantage discoveredAttack endgame short,https://lichess.org/PAq7wCmm#47,,
BLpne,rn1q1r2/pb2pBk1/3p2p1/6Np/Pp1Pp2P/8/1PP2PP1/R2QK2R b KQ - 0 14,f8f7 g5e6 g7g8 e6d8,885,77,96,1859,crushing fork middlegame short,https://lichess.org/fBBw5W2S/black#28,Pirc_Defense,Pirc_Defense_Other_variations
d49A1,6k1/p5pp/4pp2/8/P7/2nrPN2/5PPP/2R3K1 w - - 1 22,a4a5 c3e2 g1f1 e2c1,885,76,97,1580,crushing endgame fork short,https://lichess.org/ahnnDU9Y#43,,
VCo0a,r2q1rk1/p2np3/1p1p1bpp/2p5/2PPP3/1QN2P2/PP3P2/2KR1B1R w - - 0 14,h1h6 f6g5 c1b1 g5h6,886,75,100,1537,advantage fork middlegame short,https://lichess.org/xhC2A9B6#27,Kings_Indian_Defense,Kings_Indian_Defense_Normal_Variation
nqjJ7,2kq4/ppp2Rb1/4p3/3PPn1r/3n4/1PN4P/P5P1/R2Q3K w - - 0 21,d1h5 f5g3 h1g1 g3h5,886,76,97,1677,crushing fork middlegame short,https://lichess.org/JDVY4Yxw#41,,
YVx5O,1r4k1/2p3p1/3p3p/1q1P4/1P1BPnP1/2Q2P2/8/1R4K1 w - - 1 29,d4g7 f4e2 g1h2 e2c3,889,75,98,1747,crushing endgame fork short,https://lichess.org/r4mgWTb1#57,,
QU1W3,8/4k3/3pP3/6p1/r5n1/p1B3P1/R3RPK1/1r6 b - - 9 41,g4f6 c3f6 e7f6 e6e7,890,74,96,1591,advancedPawn crushing endgame short,https://lichess.org/aOXC6E9e/black#82,,
bG03M,3rk2r/3nqppp/p1B1pn2/6B1/8/8/PPP2PPP/R2QR1K1 w k - 3 17,f2f4 e7c5 g1h1 c5c6,890,78,99,1520,advantage fork middlegame short,https://lichess.org/iPHfNAzy#33,Scandinavian_Defense,Scandinavian_Defense_Main_Line
3hpvh,3r2k1/p4ppp/1p6/2p3Pq/8/2Q3R1/PPPr1PP1/2R3K1 w - - 3 23,c3f3 d2d1 c1d1 d8d1 f3d1 h5d1,891,77,97,1743,crushing endgame kingsideAttack long xRayAttack,https://lichess.org/aohsqJnD#45,,
T09VB,6k1/3N3p/1p1p2p1/3P1n2/1PP5/8/r7/2R4K w - - 2 32,d7b6 f5g3 h1g1 g3e2 g1f2 e2c1,891,80,95,1505,crushing discoveredAttack endgame exposedKing fork long,https://lichess.org/lho0YMec#63,,
GpeqB,r3k1nr/ppp1bppp/2n5/4p3/6bq/1P2P1PP/PBPPN3/R2QKBNR w KQkq - 1 9,g3h4 e7h4 e2g3 h4g3,893,84,94,1556,doubleBishopMate mate mateIn2 opening short,https://lichess.org/cHfQfCBz#17,,
