upRd0,2r1kr2/pp3pR1/4pn2/1B2N3/3p1P1P/1P6/4Q1PK/2q5 b - - 6 31,e8e7 e5g6 e7d8 g6f8,1321,73,95,11850,advantage middlegame pin short,https://lichess.org/gaWb1k0p/black#62,,
xAx10,8/8/2Pk1pp1/4p3/p3P3/br2B1PB/1n3P2/2R3K1 b - - 2 36,b2d3 c6c7 a3c1 c7c8q,1321,75,93,3072,advancedPawn advantage endgame master masterVsMaster promotion short,https://lichess.org/ihwWQEWF/black#72,,
ybeuc,8/p1k5/2p5/2P1p3/KP2r2p/P2R3P/8/8 b - - 1 47,e4d4 d3d4 e5d4 a4b3,1321,77,97,3662,crushing defensiveMove endgame rookEndgame short,https://lichess.org/KPjo3PQq/black#94,,
3HEtb,r1b1kbnr/pp3ppp/4p3/3q4/Q2n4/5N2/PP1N1PPP/R1B1KB1R b KQkq - 1 8,c8d7 a4d4 d5d4 f3d4,1322,74,94,13527,advantage opening short,https://lichess.org/uUPUIxb7/black#16,,
6WP09,r2qk1nr/1p2bp1p/p2p2p1/2pP1P2/3nN3/3P2Q1/PP1B2PP/4R1K1 b kq - 4 19,g8f6 e4f6 e8f8 d2h6,1322,76,96,6069,mate mateIn2 middlegame pin short,https://lichess.org/S1ehwUGV/black#38,Sicilian_Defense,Sicilian_Defense_Canal_Attack
8PMHf,4r1k1/1p3pp1/2b2N1p/p2q4/3b4/3B1P1P/2P2PP1/3QR1K1 b - - 1 22,d4f6 e1e8 c6e8 d3h7 g8h7 d1d5,1322,76,94,4960,advantage discoveredAttack long middlegame,https://lichess.org/3KjjqLhg/black#44,,
AIFsO,5rk1/ppQ2p1p/6p1/3pqb2/8/4P3/PP2BPPP/2R3K1 b - - 0 20,f8c8 c7e5 c8c1 e2f1,1322,75,95,8174,advantage endgame short,https://lichess.org/n0TX79P3/black#40,,
CYQHY,2Rb1rk1/1P3pp1/4p3/7p/p2P4/5P2/3nK2P/8 b - - 2 38,d8c7 c8c7 d2b3 c7c8,1322,75,96,5303,crushing endgame hangingPiece short,https://lichess.org/N8Quo0yi/black#76,,
Ffyc8,1r4k1/4p2p/1q1p1ppP/n1p5/1rP5/1PQ2NP1/3RPPK1/1R6 b - - 0 25,b4b3 b1b3 a5b3 d2b2,1322,76,92,1576,advantage master middlegame short,https://lichess.org/vBmQwvi7/black#50,,
Jz6FQ,r1bbR1k1/pp4r1/2p2nN1/6Q1/3q2P1/7P/PPP3B1/5R1K b - - 7 24,f6e8 f1f8 g8h7 f8h8,1322,75,96,5680,fork mate mateIn2 middlegame short,https://lichess.org/qGHsB47v/black#48,,
LgSaI,8/2k5/KR6/PP5r/8/8/8/8 w - - 1 61,b6h6 h5h6 b5b6 c7b8,1322,75,93,3022,crushing defensiveMove endgame hangingPiece rookEndgame short,https://lichess.org/8QEIr090#121,,
Nozfv,r1b2rk1/pp1p2pp/2pN4/3nP1q1/5p1b/1P1P1Q2/1PP2PPP/RNB1R1K1 w - - 2 16,g2g3 f4g3 h2g3 f8f3 c1g5 h4g5,1322,74,98,2902,advantage discoveredAttack long middlegame pin,https://lichess.org/M6C94hS3#31,Italian_Game,Italian_Game_Rousseau_Gambit
PwaeF,1kr5/1n1q2p1/1Q2pp1p/8/3PP3/R5P1/PP3PP1/1K6 b - - 1 27,d7c6 b6a7 b8c7 a3c3 c6c3 b2c3,1322,74,95,7529,crushing endgame long pin,https://lichess.org/6CLoPnF7/black#54,,
RmZPs,1r3k2/2R1p2p/3p1ppP/3Q4/qp2P3/5P2/P4KP1/8 b - - 3 27,a4b5 c7c8 b8c8 d5b5,1322,77,95,11140,crushing deflection endgame short,https://lichess.org/KXZXszBj/black#54,,
V7RAR,2b1r1k1/4pp1p/6p1/N1pP4/3bPP2/7P/P1P1B1P1/4R1K1 w - - 1 33,g1h1 d4c3 e1b1 c3a5,1322,73,94,7511,advantage endgame fork short,https://lichess.org/RV9nP0vj#65,,
WmfHG,4rrk1/2p3pp/p2p1b2/1p1P1p2/4qP2/P3B2P/1PPQ2P1/1R2R2K b - - 2 22,f6h4 e3f2 h4f2 e1e4 f5e4 d2f2,1322,74,98,5953,advantage discoveredAttack long middlegame,https://lichess.org/T10olSqK/black#44,,
Yffgv,2k1r2r/1pp2ppp/p3b3/6B1/2Pq2n1/3P4/PP1Q1PPP/2KR1B1R b - - 1 16,g4f2 g5e3 d4e3 d2e3,1322,74,92,1751,advantage middlegame short,https://lichess.org/fwLzaFrk/black#32,Scandinavian_Defense,Scandinavian_Defense_Icelandic-Palme_Gambit
bisTb,r2q1rk1/5ppp/3p4/1pp1p3/4P1Qb/1P1P3P/1PP2P1N/R4RK1 b - - 3 16,h4g5 a1a8 d8a8 g4g5,1322,77,96,8633,advantage middlegame short,https://lichess.org/2EvoFHbC/black#32,Ruy_Lopez,Ruy_Lopez_Morphy_Defense
eBL7B,4r1k1/2R2ppp/p6N/1p4q1/1P1Pr2n/P3PQ2/6P1/5RK1 b - - 1 25,g7h6 f3f7 g8h8 f7h7,1322,75,98,4630,mate mateIn2 middlegame short,https://lichess.org/fUM6uCIN/black#50,,
gD9wO,8/1p3pp1/rPk4p/r2p1P2/pR1P2P1/R3P1KP/8/8 b - - 0 38,a6b6 a3c3 c6d7 b4b6,1322,75,93,2554,crushing deflection endgame master rookEndgame short,https://lichess.org/BByqrg02/black#76,,
hqFOO,rn1qk2r/pp1bbppp/4p3/1B1pP3/3P4/5N2/PP3PPP/R1BQK2R w KQkq - 2 10,d1b3 d8a5 c1d2 a5b5 b3b5 d7b5,1322,74,92,1918,crushing long opening,https://lichess.org/FaAhDQ6J#19,Queens_Gambit_Accepted,Queens_Gambit_Accepted_Saduleto_Variation
lJYJc,3R4/5pk1/2B1p1pp/p1b1P3/5P2/r5K1/3R1P1P/8 w - - 9 33,g3g4 h6h5 g4g5 c5e7,1322,76,96,7131,endgame mate mateIn2 short,https://lichess.org/T3dDQgk8#65,,
o2zD1,4r3/p1p2p1p/8/6k1/1n1P4/1B3K1P/P5P1/7R w - - 0 32,b3f7 e8f8 h3h4 g5h6,1322,74,96,1924,advantage defensiveMove endgame pin short,https://lichess.org/6wr1WB1M#63,,
rM2z1,4r1k1/p4pp1/3Nrn1p/2p5/P6q/1P3Q1P/2P3P1/3R1R1K b - - 1 22,e8d8 d6f5 d8d1 f5h4 d1f1 f3f1,1322,75,97,6144,crushing long middlegame,https://lichess.org/v4VWhxCd/black#44,,
tgDKz,6k1/p4rp1/2P4p/Pp2p3/3p4/B2P1r1P/2P2PK1/5R2 b - - 0 26,a7a6 c6c7 f7c7 g2f3,1322,76,93,7729,advancedPawn advantage deflection endgame short,https://lichess.org/p1FBCHrC/black#52,,
wcSq3,r1b1k2r/ppp1q1pp/3bp3/3Pnp2/2P5/2N1B2P/PPQ1NPP1/2KR3R b kq - 2 14,e5c4 c2a4 c8d7 a4c4,1322,77,92,6478,advantage fork middlegame short,https://lichess.org/TwqAyDzz/black#28,French_Defense,French_Defense_Diemer-Duhm_Gambit
2iJZv,2r3k1/6pp/q1p1p3/n2pPp2/Pp1P1P2/1P6/2Q1N1PP/2R4K w - - 4 27,c2c5 a5b3 c5b4 b3c1,1323,76,97,12579,crushing endgame fork short,https://lichess.org/xszxrWLp#53,,
4YNEV,r1bnk2r/ppq1ppbp/3p1np1/3P4/4P3/4NN2/PP2BPPP/R1BQ1RK1 b kq - 2 11,f6e4 d1a4 c8d7 a4e4,1323,75,91,3662,advantage fork opening short,https://lichess.org/7lEs9zHM/black#22,Sicilian_Defense,Sicilian_Defense_Delayed_Alapin
6pBXi,r4k2/p2p1pp1/1p1p3p/3P1N2/P1b5/8/5PPP/4R1K1 b - - 2 23,a8e8 e1e8 f8e8 f5d6 e8d8 d6c4,1323,73,97,8384,advantage attraction endgame fork long,https://lichess.org/CrssQUkU/black#46,,
9Gz09,2bq1r2/1k2p3/rn1p4/1Q1N4/pP2P3/8/1PP2PP1/R3K1NR w KQ - 0 24,c2c4 c8d7 b5b6 a6b6,1323,75,92,2490,crushing middlegame short trappedPiece,https://lichess.org/bdefOvmn#47,,
FWfrF,1r4k1/3q2p1/1p1Npb2/2n3p1/2Q5/6BP/5PP1/3R2K1 b - - 2 33,g8h8 d6f7 d7f7 g3b8,1323,74,93,2160,advantage discoveredAttack middlegame short,https://lichess.org/8Jfiuod6/black#66,,
HhHB1,rn2kb1r/pQp1pppp/2B2n2/8/4q3/2N1B3/PPP3PP/2KR2NR b kq - 0 10,e4c6 b7c8,1323,81,92,2107,mate mateIn1 oneMove opening,https://lichess.org/oWrVLxlh/black#20,Blackmar-Diemer_Gambit,Blackmar-Diemer_Gambit_Ryder_Gambit
K4dao,5r1k/pppnq1p1/2p4p/4bQ2/3B4/P2P3P/1PP3P1/4RRK1 w - - 2 21,f5h5 e5d4 g1h1 f8f1,1323,76,96,3940,advantage hangingPiece kingsideAttack middlegame short,https://lichess.org/D38R3z0C#41,,
N5hpG,8/p3kr2/1p6/8/1K6/P1PR4/8/8 b - - 19 61,e7f6 d3f3 f6e6 f3f7 e6f7 b4b5,1323,76,92,5375,crushing endgame long rookEndgame,https://lichess.org/JcerkYQT/black#122,,
PfUit,3r4/3P1k1p/3Q2p1/3R4/2P1p3/pP6/P4q2/K7 w - - 0 36,d5d2 f2e1 d2d1 e1c3 a1b1 c3b2,1323,77,94,6242,endgame long mate mateIn3,https://lichess.org/wYtpvj3U#71,,
SQYO1,8/kp6/p4p2/5Q2/6pq/2P4P/PP2r1K1/R6R w - - 1 34,g2g1 h4g3 g1f1 g3g2,1323,74,92,2811,endgame mate mateIn2 short,https://lichess.org/pLyJAcnk#67,,
V1TI2,1r6/p6p/1bK1kpp1/1P1R4/3p1PP1/3P3P/8/4B3 w - - 1 37,e1b4 b8c8 c6b7 c8c7,1323,74,96,2334,crushing endgame short,https://lichess.org/RbTmMlk8#73,,
axwTe,5rk1/pq1n2b1/3p4/1p2p3/1pP1N1P1/3P1PPp/7P/R2Q1RK1 w - - 1 27,e4d6 b7b6 g1h1 b6d6,1323,76,93,3347,advantage fork middlegame short,https://lichess.org/ZAMZHx9C#53,,
e5Xct,8/6p1/1K1kn1bp/2p1R3/2P2P2/6P1/7P/8 b - - 2 64,g6d3 e5d5 d6e7 d5d3,1323,74,93,2194,crushing endgame fork short,https://lichess.org/KdJI8R9s/black#128,,
iCxgA,r1q2rk1/3nppbp/p2p4/B1pP1N2/Q1P2Pb1/6P1/1R2B2P/4K1R1 b - - 0 23,g7b2 f5e7 g8g7 e7c8,1323,76,93,2346,advantage fork middlegame short,https://lichess.org/iCwXFbYK/black#46,,
kHSQd,2r3k1/2q2pbp/ppr2np1/2Np4/1P1Pp3/4P1PP/PBR1QP2/2R3K1 w - - 0 24,e2a6 b6c5 a6c6 c7c6,1323,76,93,2818,advantage master middlegame short,https://lichess.org/GDyx27zI#47,,
sN4mt,4rk2/3qb3/pp3p2/2p2N2/P5Q1/2P5/7P/4R1K1 b - - 1 32,e7d8 e1e8 d7e8 g4g7,1323,75,99,4138,endgame mate mateIn2 short,https://lichess.org/4rvxWngL/black#64,,
uJLJ0,2r1kb1r/p3nppp/b7/4P2P/3nP1P1/1PqpQ3/P2N1B2/R2K1BNR w k - 1 18,e3d4 c3c2 d1e1 c2c1 a1c1 c8c1,1323,75,96,5337,exposedKing long mate mateIn3 opening sacrifice,https://lichess.org/u8hvCf7F#35,Caro-Kann_Defense,Caro-Kann_Defense_Breyer_Variation
wTTkL,r1b1k2N/pppp2pp/3b4/5p2/2nPn3/2N3qP/PP4P1/R1BQR2K w q - 1 15,d1h5 g7g6 e1e4 f5e4,1323,76,93,3040,crushing defensiveMove middlegame short,https://lichess.org/3FYg5919#29,Italian_Game,Italian_Game_Classical_Variation
zCnuI,8/8/4p3/3p4/3K2P1/1p6/3k4/4N3 w - - 2 53,e1d3 e6e5 d3e5 b3b2,1323,79,93,7602,advancedPawn crushing endgame knightEndgame short,https://lichess.org/5OK8UvEd#105,,
2NMDP,1r5k/p1p2Bpp/8/5R1Q/3q4/P3r1P1/6KP/R7 b - - 1 25,d4a1 h5h7 h8h7 f5h5,1324,75,95,13586,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/jyVAkP5p/black#50,,
49tSA,r1bkr3/p2p1p1p/1Pp5/5p2/B7/4B3/PPPK2PP/7R b - - 0 18,a7b6 e3b6 d8e7 h1e1,1324,74,91,1671,advantage endgame short,https://lichess.org/IdDz40A2/black#36,,
6ZVeZ,1r3rk1/3nppbp/3pb1p1/1Pp5/2PqP3/1QNB3P/5PP1/1RBR2K1 w - - 1 18,c1e3 d4c3 b3c3 g7c3,1324,76,92,4876,advantage middlegame short,https://lichess.org/jggSWYsB#35,Sicilian_Defense,Sicilian_Defense_Modern_Variations
90q1c,3Q4/ppp2pkp/1b4b1/8/2p2N2/6P1/PPq2P1P/3R2K1 w - - 3 30,f4g6 c2f2 g1h1 f2f3,1324,76,93,2442,endgame mate mateIn2 short,https://lichess.org/uNA2yWzK#59,,
EFwId,8/3R4/1p2B3/1Pkp4/2n2P2/r2KP3/8/8 w - - 7 46,d3e2 a3e3 e2f2 e3e6,1324,74,94,8780,crushing endgame fork short,https://lichess.org/Onvo2ffz#91,,
H9U1e,r1bq1rk1/ppp2ppp/5n2/3pb1B1/8/2P3P1/PP2PPBP/RN1Q1RK1 w - - 0 10,g2d5 d8d5 d1d5 f6d5,1324,74,91,1510,advantage opening short,https://lichess.org/REKubyAz#19,Hungarian_Opening,Hungarian_Opening_Other_variations
Kd1bR,2r2rk1/3QbB2/6bp/4p3/pq2P3/7P/3N1PP1/2R1R1K1 b - - 0 29,g6f7 c1c8 f8c8 d7c8,1324,75,93,4276,advantage middlegame short,https://lichess.org/wRTv6qzZ/black#58,,
NSoNl,r3r1k1/pp1q2pp/2p2p2/6n1/2PPQ1P1/4NN1P/P3RP2/4R1K1 w - - 1 22,e4f4 g5h3 g1f1 h3f4,1324,75,93,3337,crushing fork master middlegame short,https://lichess.org/EZdjQGNx#43,,
PpLF3,r3k2r/1b3ppp/p4nq1/1p1pQN2/8/P1P1PpN1/1P4PP/R5K1 b kq - 3 19,e8d8 e5e7 d8c8 f5d6 c8b8 e7b7,1324,77,96,7903,exposedKing fork long mate mateIn3 middlegame,https://lichess.org/ku2h6uNc/black#38,Sicilian_Defense,Sicilian_Defense_Kan_Variation
SjtqK,r2qk2r/5pp1/p1nbpn1p/1pppN3/3P1B1P/2P1P3/PPQN1PP1/R3K2R b KQkq - 4 12,c6e5 d4e5 d6e5 f4e5,1324,75,93,3099,advantage fork middlegame short,https://lichess.org/CZ4NBlxG/black#24,Queens_Pawn_Game,Queens_Pawn_Game_Symmetrical_Variation
WXzva,3r3k/pQ2R1p1/8/5B1P/b4P2/2P5/PPK3n1/3r4 w - - 3 33,b2b3 d8d2,1324,78,94,4303,mate mateIn1 middlegame oneMove,https://lichess.org/8oUzIBON#65,,
Zb8Fi,5rk1/5p2/3p2p1/ppp5/5QP1/7q/PPPKR3/8 b - - 1 30,f8d8 e2h2 h3h2 f4h2,1324,74,97,1800,crushing endgame short trappedPiece,https://lichess.org/Ns9q4uPY/black#60,,
c1IRJ,8/8/5r2/1pk2PK1/8/8/8/3R4 b - - 1 55,f6c6 d1c1 c5d6 c1c6 d6c6 f5f6,1324,78,98,8641,crushing endgame long rookEndgame,https://lichess.org/NW5uQCiW/black#110,,
e0sut,r2qrnk1/pp2bp2/2p1pR1Q/6N1/3P4/2PB4/PP4PP/R5K1 b - - 0 16,e7f6 d3h7 f8h7 h6h7 g8f8 h7f7,1324,76,91,1898,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/iFydyQjj/black#32,Caro-Kann_Defense,Caro-Kann_Defense_Mieses_Gambit
g0jDN,8/kP6/3p3p/1KbB2p1/4P1P1/p7/7P/8 b - - 5 41,c5d4 b5c6 a7b8 c6d6,1324,76,93,2234,bishopEndgame crushing endgame short,https://lichess.org/Exssf3Gc/black#82,,
iw7l2,r2qkb1r/ppp2ppp/2np1n2/8/2BPP1b1/1Q3N2/PP3PPP/RNB1K2R b KQkq - 6 7,g4f3 c4f7 e8d7 b3e6,1324,75,96,1924,attackingF2F7 mate mateIn2 opening short,https://lichess.org/ixOp4561/black#14,,
sCeNR,r4b1r/pp1k1pp1/6np/8/B4B2/8/PPP2PPP/4R1K1 b - - 1 21,d7d8 e1e8,1324,78,96,2219,mate mateIn1 middlegame oneMove,https://lichess.org/MDolI33b/black#42,,
u7NmE,8/8/8/5Np1/1p4P1/pBk5/5KP1/8 w - - 7 57,b3a2 b4b3 a2b3 c3b3 f5d4 b3b2,1324,76,93,6829,crushing defensiveMove endgame long,https://lichess.org/ypMCNBBj#113,,
zSfBK,3r4/pp3k1R/6p1/3P4/q1p5/2B2P2/1P3KB1/8 b - - 2 39,f7g8 h7h8 g8f7 h8d8,1324,77,93,6078,advantage endgame short skewer,https://lichess.org/QoLFKpjY/black#78,,
1q3g8,rnbq1rk1/ppp3pp/5n2/2bpN1B1/2B5/4P3/PPP2PPP/RN1QK2R w KQ - 0 8,c4d5 d8d5 d1d5 f6d5,1325,74,92,2591,advantage opening short,https://lichess.org/ZbfE9ftf#15,,
6VIFr,r2q1r1k/4b3/p3pnQ1/3p2p1/8/3R4/PPP2PPP/R5K1 b - - 3 20,f8g8 d3h3 f6h7 g6h7,1325,76,95,6722,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/xR5T3TI0/black#40,,
9DxKt,r6k/7p/2p1N2n/3pPP2/3P2P1/1p2P3/6R1/6K1 w - - 0 45,g2b2 a8a1 g1g2 a1a2 b2a2 b3a2,1325,76,97,3617,advancedPawn crushing endgame long master pin,https://lichess.org/O6hBiKfZ#89,,
DW9si,3r4/8/pR5p/6b1/P1P1R1k1/1P4P1/3r3P/6K1 b - - 8 40,g4h3 b6h6 g5h6 e4h4,1325,75,98,4276,endgame mate mateIn2 sacrifice short,https://lichess.org/fA2UVCV4/black#80,,
G6qs0,1rb4r/2kp1Bpp/2p5/2q1pRB1/1p6/K1PP4/P3Q1PP/RN6 w - - 0 22,a3b3 b4c3 b3c2 b8b2,1325,76,93,3219,crushing discoveredAttack middlegame short,https://lichess.org/9dN51gio#43,,
IUT88,2rR4/p3kpp1/1pB4p/4r2b/1P6/P3PP2/5KPP/3R4 w - - 5 27,d8e8 c8e8 c6e8 e7e8 g2g4 h5g6,1325,76,93,2681,advantage defensiveMove endgame long,https://lichess.org/qS5fdPi2#53,,
LZAPf,8/8/p7/2pN1kpp/2P5/r7/6K1/5R2 b - - 3 57,f5g4 d5f6 g4h4 f1h1 a3h3 h1h3,1325,75,96,8830,endgame long mate mateIn3,https://lichess.org/E5NOtfZM/black#114,,
NNTx3,6k1/4rp2/1pr5/p1pR1P1n/2P1p1Np/PP5P/6P1/3R2K1 w - - 4 33,d5d6 c6d6 d1d6 e4e3,1325,75,92,1827,advantage endgame master short,https://lichess.org/JqjlC4Lq#65,,
PFXTf,Q1kr1bnr/2q1p1p1/1p2b2p/2p1p3/2PpP3/N5P1/PP3P1P/R3KB1R b KQ - 3 16,c7b8 a8c6 b8c7 c6e6,1325,75,96,8702,advantage fork middlegame short,https://lichess.org/QbyLgJLs/black#32,Queens_Pawn_Game,Queens_Pawn_Game_Chigorin_Variation
WDPO9,8/1PQ5/6pp/1k2Kp2/4p2P/4P3/1q4P1/8 w - - 3 64,e5f4 b2f2 f4e5 f2g3 e5f6 g3c7,1325,77,99,1764,crushing endgame long queenEndgame skewer,https://lichess.org/KZ3c1MnQ#127,,
YMmDu,3r3k/6p1/p2P2q1/1pPB1prp/1P2pQ2/P4nPP/5P2/3R1R1K w - - 0 42,h3h4 g5g4 f4f3 e4f3,1325,74,92,1799,advantage middlegame short,https://lichess.org/rANDol5d#83,,
fPbIz,7r/pp1k2pp/2np4/4pp2/8/Pn2P1P1/1B3PBP/3R2K1 b - - 3 21,d7e6 g2d5 e6d7 d5b3,1325,76,96,7749,advantage endgame fork short,https://lichess.org/4OcfNgrB/black#42,,
jqqgS,B5k1/6p1/4b2p/p3r3/4K3/6q1/PPQ3P1/3R1R2 w - - 1 34,e4d4 g3e3,1325,78,95,3005,mate mateIn1 middlegame oneMove,https://lichess.org/MaW8pW8p#67,,
laMyI,8/p7/1b3kp1/1R2p2p/PP6/6KP/5rP1/8 b - - 1 36,e5e4 b5b6 a7b6 g3f2,1325,75,96,4616,crushing endgame short,https://lichess.org/YCc22L5o/black#72,,
oNo7h,r5r1/8/p1RB4/kp6/6p1/P7/2P4P/7K b - - 0 42,a8c8 d6b4 a5a4 c6a6,1325,76,97,3411,deflection endgame mate mateIn2 short,https://lichess.org/aUnMWNVs/black#84,,
rdCDv,1rr3k1/3RRpbp/b5p1/8/p2N4/2N2P2/PPP3PP/6K1 w - - 6 25,e7f7 g7d4 d7d4 g8f7,1325,75,95,8236,advantage middlegame short,https://lichess.org/G7g0xVxv#49,,
txBR6,8/6r1/8/p1kNp2r/P1PbKp1p/1P3P2/6P1/3R3R w - - 5 51,d5f4 e5f4 d1d4 g7e7 e4f4 c5d4,1325,76,96,13126,advantage deflection endgame long,https://lichess.org/qE34qwcM#101,,
wBWBE,r1bq2nr/ppb3k1/2p1pnp1/3pN1Q1/NP1P4/P2B4/2P2PPP/R3K2R b KQ - 0 17,f6e4 g5g6 g7f8 g6f7,1325,76,96,5953,mate mateIn2 middlegame short,https://lichess.org/8KeSm5IA/black#34,Caro-Kann_Defense,Caro-Kann_Defense_Other_variations
yWS5k,r4r2/3nq1k1/p3p3/1p2P1pR/2pP2Q1/8/P4PK1/R7 b - - 3 25,f8h8 h5g5 e7g5 g4g5,1325,77,92,5524,advantage master middlegame short,https://lichess.org/j6DDo82O/black#50,,
0is3V,2r3k1/r4pp1/3qp2p/PQp5/3b4/3P1B2/2R2PPP/3R2K1 b - - 0 31,d6a6 b5a6 a7a6 f3b7 a6a5 b7c8,1326,76,92,1609,crushing fork long middlegame,https://lichess.org/id3L0Fru/black#62,,
42Xc6,r6k/ppp3pp/8/3p3P/2Q1N2q/4Pr1P/PPPK4/R6R w - - 0 21,c4d5 a8d8 d5d8 h4d8,1326,74,97,8048,advantage middlegame pin short,https://lichess.org/TxjFPggY#41,,
6DNP2,5rk1/1b4pp/2qb4/2p2n2/N1N5/1PBP4/P1PQ2PP/4R1K1 w - - 6 30,e1e6 d6h2 g1h2 c6e6,1326,75,95,2979,advantage discoveredAttack middlegame short,https://lichess.org/WxhMJCGR#59,,
8cEM1,1R6/NP4pk/7p/8/8/1n5r/2K5/8 b - - 2 46,b3c5 b8h8 h7h8 b7b8q,1326,75,95,6055,advancedPawn attraction crushing endgame promotion short,https://lichess.org/AMOxEdpR/black#92,,
AMWea,7r/1p4q1/5p2/3p1P2/4bBk1/4P1P1/PP1R1K2/5Q2 w - - 4 45,f1g1 h8h1 g1h1 e4h1,1326,75,97,9598,crushing endgame short trappedPiece,https://lichess.org/5vsN2nmO#89,,
F0Kng,8/4r1pk/4p1Rb/1p1pPr1P/1P4K1/P2N4/8/R7 w - - 3 51,g6e6 f5g5 g4h4 e7e6,1326,74,94,3157,crushing endgame intermezzo short,https://lichess.org/8SSocKW4#101,,
J6g8O,2k4r/1p2b1p1/pPq2n2/6p1/6p1/3P2N1/2P2P2/R2QRK2 w - - 0 24,d1e2 h8h1 g3h1 c6h1,1326,77,92,1885,mate mateIn2 middlegame sacrifice short,https://lichess.org/bnlIIECf#47,,
MVJpk,r1b2rk1/p1q2ppp/1p1bp3/2p5/4BP2/2P3B1/PP4PP/R2Q1RK1 b - - 0 15,c8b7 e4b7 c7b7 d1d6 f8d8 d6e5,1326,74,94,12553,advantage long middlegame,https://lichess.org/59eoLCpl/black#30,Queens_Pawn_Game,Queens_Pawn_Game_London_System
OyI3u,2r3k1/pp3ppp/4p3/1P6/q2rN3/4QN1P/1R2nPP1/1Rn4K w - - 0 29,f3d4 a4d1 h1h2 d1g1,1326,77,98,5136,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vPTPsy6f#57,,
RgEED,5rk1/1br2ppp/1Qnqp3/1B1pN3/3Pn3/1NP5/PP3PPP/R3K2R w KQ - 1 16,e1g1 c6e5 b6d6 e4d6 d4e5 d6b5,1326,75,100,1607,advantage long master masterVsMaster middlegame,https://lichess.org/O45PKOD2#31,Indian_Defense,Indian_Defense_London_System
UU9gr,R7/5pk1/p2b1p1p/1ppr1b2/8/1PPP2P1/P4P1P/3R2K1 b - - 3 27,d5d3 d1d3 f5d3 a8d8,1326,75,98,11587,crushing endgame short,https://lichess.org/RiG0uY0l/black#54,,
YJ2BO,2r1kr2/1b2p2p/3p2P1/p2n2B1/1p4Q1/q2B1P2/P1P3P1/1K1R3R w - - 3 24,g6h7 d5c3 b1a1 a3a2,1326,75,96,6001,fork mate mateIn2 middlegame short,https://lichess.org/btZdiC9K#47,,
ayFTI,5b2/8/R5k1/2pKPbpp/8/5P2/7P/8 b - - 1 50,g6f7 a6f6 f7e7 f6f5,1326,76,96,6603,crushing endgame fork master short,https://lichess.org/yRz3XEPl/black#100,,
dQRaN,rqb2rk1/5ppp/4pP2/1NQpb1P1/p1B1P3/1p4N1/PPP4P/2KR3R b - - 0 22,d5c4 c5f8 g8f8 d1d8,1326,75,93,1549,attraction kingsideAttack master mate mateIn2 middlegame sacrifice short,https://lichess.org/E6s3fV2U/black#44,,
eyXPp,4r3/2p3rk/8/p3p2p/4ppqP/2P3P1/PP1Q1P1K/4R1R1 w - - 2 31,e1e4 f4g3 f2g3 g4e4,1326,74,95,10735,crushing discoveredAttack endgame short,https://lichess.org/mD0PNKhx#61,,
hhk5O,7k/2p5/p2p3r/1p4p1/4q1B1/2P3P1/PP3PKP/R4Q2 w - - 0 32,f2f3 e4c2 f1f2 h6h2 g2h2 c2f2,1326,74,97,3768,advantage attraction deflection endgame long,https://lichess.org/Ze1JZSTy#63,,
kH9eW,r1b2r2/1pp3bQ/p1n1pkB1/3qN3/3P4/8/PP3PPP/R3R1K1 b - - 6 19,f8h8 e5g4 f6e7 h7g7,1326,74,95,8429,crushing deflection middlegame short,https://lichess.org/6aGlbet7/black#38,Queens_Gambit_Declined,Queens_Gambit_Declined_Exchange_Variation
nHoyQ,2r1qk1r/p5p1/5p1p/2bQpP1P/8/8/PPP3P1/2KRR3 b - - 0 29,e8c6 d5c6 c8c6 d1d8 f8e7 d8h8,1326,76,96,7203,clearance crushing long master middlegame skewer,https://lichess.org/4vRt7xcZ/black#58,,
q2seX,5k2/R5pp/1p6/2p1N3/1n6/2p3P1/5PKP/8 w - - 0 29,e5d3 b4d3 a7a3 c3c2 a3d3 c2c1q,1326,75,99,2604,advancedPawn crushing endgame hangingPiece long promotion,https://lichess.org/7b6C6UBE#57,,
vYy3u,r3kb1r/pp1q1ppp/8/2p1P3/3B2n1/8/PPP2PPP/RN1QK2R w KQkq - 0 11,d4c3 d7d1 e1d1 g4f2 d1e2 f2h1,1326,74,95,5303,advantage attraction fork long middlegame,https://lichess.org/6KEyaE6a#21,Russian_Game,Russian_Game_Stafford_Gambit
yHkpW,r1kr4/p1p1bppp/2p3b1/2B5/8/8/PP2BPPP/3R1RK1 b - - 0 17,e7c5 e2a6 c8b8 d1d8,1326,77,97,5783,deflection mate mateIn2 middlegame queensideAttack short,https://lichess.org/nrgljmyb/black#34,Ruy_Lopez,Ruy_Lopez_Berlin_Defense
0pwqn,4r3/1p3p1k/p4Bp1/2p1Pb1p/2P5/P2PRK1P/6P1/8 b - - 3 31,e8e6 g2g4 f5g4 h3g4,1327,74,93,1792,crushing endgame short trappedPiece,https://lichess.org/UXDcTqaS/black#62,,
